article_id,ticker,published_at,source_name,author,title,description,content,url,date,publishedAt,sentiment_score,sentiment_label,Date,Open,High,Low,Close,Volume,Return_1D,MA_5,MA_21,MA_126,MA_252,Volatility_21
25,AVGO,2026-03-24 20:15:57+00:00,Financial Post,GlobeNewswire,Celestica Announces Chair Succession and Appointment of New Director,"TORONTO, March 24, 2026 (GLOBE NEWSWIRE) — Celestica Inc. (NYSE: CLS) (TSX: CLS), a global leader in data center infrastructure and advanced technology solutions, today announced that Michael Wilson will retire as Chair of Celestica’s Board of Directors (the …","TORONTO, March 24, 2026 (GLOBE NEWSWIRE) Celestica Inc. (NYSE: CLS) (TSX: CLS), a global leader in data center infrastructure and advanced technology solutions, today announced that Michael Wilson wi… [+5793 chars]",https://financialpost.com/globe-newswire/celestica-announces-chair-succession-and-appointment-of-new-director,2026-03-24,2026-03-24 20:15:57+00:00,0.4019,positive,2026-03-24 00:00:00-04:00,320.0,324.3999938964844,314.8399963378906,318.2900085449219,19799000,-0.0130848689743611,317.01983032226565,324.80314563569567,343.66354491218686,298.5996308099656,0.0244150822456152
26,AVGO,2026-03-24 23:21:04+00:00,Theregister.com,Tobias Mann,AI-pilled Arm CEO teases mystery products that will turn it into a money machine,"Breaking free of its IP licensing shackles
Arm CEO Rene Haas took an ice-cold sip of the AI Kool-Aid during a keynote speech at the company’s annual conference on Tuesday, teasing a future product that he thinks will pump the British chip designer's total add…","Arm CEO Rene Haas took an ice-cold sip of the AI Kool-Aid during a keynote speech at the companys annual conference on Tuesday, teasing a future product that he thinks will pump the British chip desi… [+4210 chars]",https://www.theregister.com/2026/03/24/arm_ceo_boasts_new_silicon/,2026-03-24,2026-03-24 23:21:04+00:00,-0.0772,negative,2026-03-24 00:00:00-04:00,320.0,324.3999938964844,314.8399963378906,318.2900085449219,19799000,-0.0130848689743611,317.01983032226565,324.80314563569567,343.66354491218686,298.5996308099656,0.0244150822456152
27,AVGO,2026-03-24 23:44:43+00:00,SiliconANGLE News,Kelly Knight,Broadcom bets on lateral threat prevention as AI attacks overwhelm the perimeter,"Agentic AI is transforming the cybersecurity threat landscape, pushing lateral threat prevention to the forefront as enterprises rethink how to protect workloads after a breach. As AI-powered tools make it easier for threat actors to discover vulnerabilities …","Agentic AI is transforming the cybersecurity threat landscape, pushing lateral threat prevention to the forefront as enterprises rethink how to protect workloads after a breach.
As AI-powered tools … [+5085 chars]",https://siliconangle.com/2026/03/24/lateral-threat-prevention-takes-center-stage-ai-driven-attacks-rsac26/,2026-03-24,2026-03-24 23:44:43+00:00,-0.6369,negative,2026-03-24 00:00:00-04:00,320.0,324.3999938964844,314.8399963378906,318.2900085449219,19799000,-0.0130848689743611,317.01983032226565,324.80314563569567,343.66354491218686,298.5996308099656,0.0244150822456152
28,AVGO,2026-03-25 02:02:20+00:00,The Big Lead,Arnab Mondal,Ranking the top 10 richest sports team owners in 2026,"Owning a sports team is not easy. It takes a huge amount of money and long-term vision. In leagues like the NFL and NBA, team values have crossed $3 billion. That makes ownership limited to the ultra-rich. Still, the latest 2026 rankings show something intere…","Owning a sports team is not easy. It takes a huge amount of money and long-term vision. In leagues like the NFL and NBA, team values have crossed $3 billion. That makes ownership limited to the ultra… [+6956 chars]",https://www.thebiglead.com/ranking-the-top-10-richest-sports-team-owners-in-2026/,2026-03-25,2026-03-25 02:02:20+00:00,0.6362,positive,2026-03-25 00:00:00-04:00,322.5899963378906,324.29998779296875,316.7200012207031,318.8099975585937,19900000,0.0016336956854192,317.7281005859375,324.5174967447917,343.5145404149616,299.1119210984972,0.0242297510273915
29,AVGO,2026-03-25 02:15:55+00:00,Digitimes,Charlene Chen,Broadcom expects optical communication supply chain capacity issues to ease by 2027,"The Optical Fiber Communication Conference (OFC 2026) concluded on March 19, with Broadcom holding a media briefing to discuss the latest technologies and product announcements from the event. Addressing concerns about capacity bottlenecks across the optical …","Save my User ID and Password
Some subscribers prefer to save their log-in information so they do not have to enter their User ID and Password each time they visit the site. To activate this function… [+307 chars]",https://www.digitimes.com/news/a20260325PD209/broadcom-optical-communications-supply-chain-capacity-2026.html,2026-03-25,2026-03-25 02:15:55+00:00,0.7506,positive,2026-03-25 00:00:00-04:00,322.5899963378906,324.29998779296875,316.7200012207031,318.8099975585937,19900000,0.0016336956854192,317.7281005859375,324.5174967447917,343.5145404149616,299.1119210984972,0.0242297510273915
30,AVGO,2026-03-25 04:21:13+00:00,Ibtimes.com.au,Mike Clair,Intel Stock Edges Higher Amid Foundry Progress and AI PC Momentum as Chipmaker Navigates Competitive Landscape,"Intel Corp. shares closed modestly higher Tuesday, trading around $44.06 after a session that saw the stock fluctuate between $43.20 and $44.31, as investors weighed ongoing foundry advancements, strong demand for AI-related products and persistent challenges…","Intel Corp. shares closed modestly higher Tuesday, trading around $44.06 after a session that saw the stock fluctuate between $43.20 and $44.31, as investors weighed ongoing foundry advancements, str… [+6672 chars]",https://www.ibtimes.com.au/intel-stock-edges-higher-amid-foundry-progress-ai-pc-momentum-chipmaker-navigates-competitive-1864357,2026-03-25,2026-03-25 04:21:13+00:00,0.296,positive,2026-03-25 00:00:00-04:00,322.5899963378906,324.29998779296875,316.7200012207031,318.8099975585937,19900000,0.0016336956854192,317.7281005859375,324.5174967447917,343.5145404149616,299.1119210984972,0.0242297510273915
31,AVGO,2026-03-25 07:27:37+00:00,Yugatech.com,Nathan Reyes,Rise of the Dragon: The UNISOC Story,"At the height of war, there were Qualcomm’s Snapdragon chipsets, engaged in heated battle against Apple’s A-series mobile chips. Slowly,...
The post Rise of the Dragon: The UNISOC Story appeared first on YugaTech | Philippines Tech News & Reviews.","At the height of war, there were Qualcomms Snapdragon chipsets, engaged in heated battle against Apples A-series mobile chips. Slowly, Google threw its Tensor line into the fray. And so did Samsung w… [+8014 chars]",https://www.yugatech.com/feature/rise-of-the-dragon-the-unisoc-story/,2026-03-25,2026-03-25 07:27:37+00:00,-0.5859,negative,2026-03-25 00:00:00-04:00,322.5899963378906,324.29998779296875,316.7200012207031,318.8099975585937,19900000,0.0016336956854192,317.7281005859375,324.5174967447917,343.5145404149616,299.1119210984972,0.0242297510273915
32,AVGO,2026-03-25 10:33:55+00:00,Verdict,Anwesha Pattanaik,Arm debuts AGI CPU as it moves into silicon manufacturing for AI,"Arm has announced its first move into silicon product manufacturing, launching the Arm AGI CPU to target AI data centre workloads.","Arm has announced its first move into silicon product manufacturing, launching the Arm AGI CPU to target AI data centre workloads.
The companys new strategy expands its offerings beyond intellectual… [+2730 chars]",https://www.verdict.co.uk/arm-debuts-agi-cpu/,2026-03-25,2026-03-25 10:33:55+00:00,0.1027,positive,2026-03-25 00:00:00-04:00,322.5899963378906,324.29998779296875,316.7200012207031,318.8099975585937,19900000,0.0016336956854192,317.7281005859375,324.5174967447917,343.5145404149616,299.1119210984972,0.0242297510273915
33,AVGO,2026-03-25 11:01:45+00:00,Yahoo Entertainment,Jeff Lewis,Broadcom (AVGO) Announces Launch of In-Flight Network Encryption Solution,"Broadcom Inc. (NASDAQ:AVGO) is one of the 10 Most Profitable S&P 500 Stocks to Buy Now. On March 19, 2026, Broadcom Inc. (NASDAQ:AVGO) announced it is...","Broadcom Inc. (NASDAQ:AVGO) is one of the 10 Most Profitable S&amp;P 500 Stocks to Buy Now.
On March 19, 2026, Broadcom Inc. (NASDAQ:AVGO) announced it is shipping what it described as the first end… [+1958 chars]",https://finance.yahoo.com/markets/stocks/articles/broadcom-avgo-announces-launch-flight-110145426.html,2026-03-25,2026-03-25 11:01:45+00:00,0.4927,positive,2026-03-25 00:00:00-04:00,322.5899963378906,324.29998779296875,316.7200012207031,318.8099975585937,19900000,0.0016336956854192,317.7281005859375,324.5174967447917,343.5145404149616,299.1119210984972,0.0242297510273915
34,AVGO,2026-03-25 13:34:36+00:00,TelecomTV,Ray Le Maistre,Arm flexes its chip-making muscles (with Meta’s help),Chip designer Arm has expanded its horizons and become a chip maker for the first timeIts first product is a CPU designed for agentic AI infrastructureThe chip…,"Arm is no longer just a leading chip designer that licences its intellectual property to semiconductor manufacturers – it’s now also a chip maker itself, and its debut product is a central processing… [+5372 chars]",https://www.telecomtv.com/content/digital-platforms-services/arm-flexes-its-chip-making-muscles-with-meta-s-help-55184/,2026-03-25,2026-03-25 13:34:36+00:00,0.2732,positive,2026-03-25 00:00:00-04:00,322.5899963378906,324.29998779296875,316.7200012207031,318.8099975585937,19900000,0.0016336956854192,317.7281005859375,324.5174967447917,343.5145404149616,299.1119210984972,0.0242297510273915
35,AVGO,2026-03-25 14:47:02+00:00,SiliconANGLE News,Tristan Foster,"Agentic security rises, even as AI value still lags: theCUBE’s day two analysis from the RSAC 2026 Conference","As the RSAC 2026 Conference hit its stride on day two, it became apparent that while AI and agentic security dominate seller messaging, there remains a significant gap in communicating the actual business value to enterprise leaders. The technology sector has…","As the RSAC 2026 Conference hit its stride on day two, it became apparent that while AI and agentic security dominate seller messaging, there remains a significant gap in communicating the actual bus… [+4315 chars]",https://siliconangle.com/2026/03/25/agentic-security-takes-center-stage-rsac-2026-rsac26/,2026-03-25,2026-03-25 14:47:02+00:00,0.4019,positive,2026-03-25 00:00:00-04:00,322.5899963378906,324.29998779296875,316.7200012207031,318.8099975585937,19900000,0.0016336956854192,317.7281005859375,324.5174967447917,343.5145404149616,299.1119210984972,0.0242297510273915
36,AVGO,2026-03-25 16:36:56+00:00,Theregister.com,Simon Sharwood,OpenAI now gets to decide which type of product assassin it will become,"AWS, Google, Broadcom, or Netscape?
OpenAI on Wednesday announced the death of its controversial Sora video creation tool, just two days after publishing a guide on how to use it well.…","OpenAI on Wednesday announced the death of its controversial Sora video creation tool, just two days after publishing a guide on how to use it well.
Like so many AI products, Sora was capable of cre… [+3724 chars]",https://www.theregister.com/2026/03/25/openai_kills_sora_product_assassin/,2026-03-25,2026-03-25 16:36:56+00:00,0.3818,positive,2026-03-25 00:00:00-04:00,322.5899963378906,324.29998779296875,316.7200012207031,318.8099975585937,19900000,0.0016336956854192,317.7281005859375,324.5174967447917,343.5145404149616,299.1119210984972,0.0242297510273915
